pic_by_chris/Newton's cardle/download.jpg	[0.01692995529061103, 0.004669647292598112, 0.003994038748137109, 0.0036959761549925484, 0.00403378042722305, 0.004808743169398907, 0.005583705911574764, 0.005504222553402881, 0.006696472925981123, 0.007153502235469449, 0.011087928464977645, 0.017327372081470442, 0.016254346746150027, 0.011882762046696473, 0.0065772478887232986, 0.004192747143566816, 0.0024043715846994535, 0.001987083954297069, 0.0025832091405861898, 0.002563338301043219, 0.002126179831097864, 0.0024043715846994535, 0.0024838549428713363, 0.002126179831097864, 0.001867858917039245, 0.001669150521609538, 0.001470442126179831, 0.002324888226527571, 0.002066567312468952, 0.0021460506706408346, 0.0026030799801291605, 0.002702434177844014, 0.003775459513164431, 0.0027223050173869846, 0.0025235966219572777, 0.003219076005961252, 0.004292101341281669, 0.0034177844013909588, 0.003994038748137109, 0.0032588176850471932, 0.0034575260804769, 0.004391455538996523, 0.003974167908594138, 0.004371584699453552, 0.004053651266766021, 0.0032389468455042226, 0.00431197218082464, 0.0037555886736214605, 0.004153005464480874, 0.004093392945851962, 0.0046100347739692, 0.0035171385991058122, 0.0033581718827620467, 0.003537009438648783, 0.0028017883755588674, 0.004192747143566816, 0.0043318430203676105, 0.005583705911574764, 0.006100347739692002, 0.005265772478887233, 0.007213114754098361, 0.009617486338797814, 0.02072528564331843, 0.6862195727769498]
pic_by_chris/Newton's cardle/download (2).jpg	[0.018923456790123458, 0.004266666666666667, 0.006301234567901235, 0.01017283950617284, 0.02712098765432099, 0.01048888888888889, 0.0021530864197530863, 0.0017777777777777779, 0.0016987654320987655, 0.0016, 0.0014617283950617284, 0.0024691358024691358, 0.003674074074074074, 0.004246913580246914, 0.004918518518518518, 0.006222222222222222, 0.002528395061728395, 0.0025481481481481483, 0.002804938271604938, 0.0031012345679012347, 0.0024296296296296297, 0.0020148148148148148, 0.002074074074074074, 0.0020148148148148148, 0.002291358024691358, 0.002449382716049383, 0.0026271604938271605, 0.0024691358024691358, 0.0032395061728395062, 0.00371358024691358, 0.0034567901234567903, 0.003358024691358025, 0.0046617283950617285, 0.00505679012345679, 0.006795061728395062, 0.008019753086419753, 0.009422222222222222, 0.015604938271604939, 0.024849382716049383, 0.006083950617283951, 0.005511111111111111, 0.004641975308641975, 0.0043851851851851855, 0.0032, 0.00371358024691358, 0.0032395061728395062, 0.0032790123456790123, 0.0035358024691358025, 0.00671604938271605, 0.015565432098765432, 0.012128395061728395, 0.003911111111111111, 0.003022222222222222, 0.0037728395061728394, 0.00537283950617284, 0.006676543209876543, 0.008059259259259259, 0.00665679012345679, 0.008138271604938272, 0.010508641975308642, 0.010093827160493828, 0.009520987654320988, 0.020958024691358025, 0.6062814814814815]
pic_by_chris/Newton's cardle/download (1).jpg	[0.020800254048904412, 0.0035130200063512224, 0.0021435376309939663, 0.0010916163861543348, 0.000952683391552874, 0.0007939028262940616, 0.0006549698316926008, 0.0006152746903778977, 0.0008931406795808193, 0.0007145125436646554, 0.0006748174023499524, 0.0008732931089234677, 0.0006351222610352493, 0.0008534455382661162, 0.0006748174023499524, 0.000734360114322007, 0.0008335979676087646, 0.0006549698316926008, 0.0007542076849793585, 0.0005557319784058432, 0.000734360114322007, 0.0011908542394410925, 0.0018656716417910447, 0.01107494442680216, 0.020939187043505874, 0.02592092727850111, 0.026496506827564305, 0.029572880279453796, 0.0186765639885678, 0.027012543664655445, 0.02631787869164814, 0.024650682756430613, 0.020939187043505874, 0.01982772308669419, 0.019192600825658938, 0.019093362972372182, 0.02371784693553509, 0.019649094950778025, 0.020681168624960306, 0.022447602413464593, 0.02347967608764687, 0.022090346141632265, 0.02399571292473801, 0.026357573832962847, 0.027469037789774532, 0.028044617338837726, 0.03387980311209908, 0.03907986662432518, 0.038802000635122263, 0.0355073039060019, 0.03810733566211496, 0.03574547475389012, 0.02074071133693236, 0.14734836456017783, 0.03104160050809781, 0.0002381708478882185, 0.0002381708478882185, 0.0001984757065735154, 0.00031756113051762465, 0.0002977135598602731, 0.000476341695776437, 0.0009328358208955224, 0.001468720228644014, 0.004723721816449667]
pic_by_chris/Newton's cardle/images.jpg	[9.398496240601504e-05, 0.0002192982456140351, 0.00018796992481203009, 0.00015664160401002505, 6.265664160401002e-05, 0.00018796992481203009, 0.00012531328320802005, 0.00034461152882205514, 0.00040726817042606515, 0.0005952380952380953, 0.00040726817042606515, 0.0006265664160401002, 0.0005952380952380953, 0.0006578947368421052, 0.0006892230576441103, 0.0008458646616541353, 0.0007518796992481203, 0.0010025062656641604, 0.0008458646616541353, 0.0009398496240601503, 0.0017543859649122807, 0.0015350877192982456, 0.0017543859649122807, 0.0017857142857142857, 0.0017230576441102756, 0.002098997493734336, 0.0018170426065162908, 0.0020676691729323306, 0.002474937343358396, 0.002098997493734336, 0.0020676691729323306, 0.002506265664160401, 0.002349624060150376, 0.002568922305764411, 0.002506265664160401, 0.002819548872180451, 0.003258145363408521, 0.0028822055137844613, 0.004667919799498747, 0.007612781954887218, 0.01149749373433584, 0.016478696741854638, 0.016541353383458645, 0.01369047619047619, 0.014379699248120301, 0.01582080200501253, 0.016979949874686717, 0.01835839598997494, 0.022274436090225565, 0.02794486215538847, 0.031140350877192982, 0.030576441102756893, 0.022086466165413533, 0.021585213032581454, 0.022399749373433583, 0.01744987468671679, 0.01412907268170426, 0.012218045112781954, 0.011591478696741854, 0.011215538847117795, 0.011591478696741854, 0.021616541353383457, 0.053602756892230576, 0.48273809523809524]
pic_by_chris/rabbit/rabbit1.jpeg	[0.03278168035877287, 0.01021947057189348, 0.0076993292852323685, 0.004623566297575108, 0.0037901337460808826, 0.0028177957693376198, 0.0021629559074492996, 0.002024050482200262, 0.002321704964876771, 0.0025796721831964123, 0.0027185776084454496, 0.003353573838155336, 0.0021034250109139975, 0.0022621740683414692, 0.0019049886891296583, 0.001984363217843394, 0.0019446759534865262, 0.002024050482200262, 0.002004206850021828, 0.0018454577925943565, 0.0018256141604159224, 0.001984363217843394, 0.002083581378735564, 0.002043894114378696, 0.0018653014247727905, 0.0017859268960590546, 0.0018057705282374886, 0.0018851450569512243, 0.00196451958566496, 0.0019049886891296583, 0.002083581378735564, 0.0022621740683414692, 0.0022621740683414692, 0.002222486803984601, 0.002341548597055205, 0.0022621740683414692, 0.00261935944755328, 0.0030757629876572608, 0.004405286343612335, 0.006607929515418502, 0.011350557606064213, 0.017244116363059094, 0.051553756399571375, 0.01510100408778823, 0.010794935905068064, 0.006469024090169464, 0.004643409929753542, 0.002956701194586657, 0.0025796721831964123, 0.0024407667579473746, 0.002381235861412073, 0.003254355677263166, 0.004345755447077033, 0.024110013096797236, 0.011965710203595666, 0.012898360915982062, 0.019565821327935867, 0.08145811009247132, 0.01843473429376513, 0.013176171766480137, 0.013255546295193873, 0.016192403857602095, 0.026054689050283766, 0.4853157121879589]
pic_by_chris/rabbit/rabbit2.jpeg	[0.022624344509772763, 0.01618862227872239, 0.00762752264420785, 0.004250754806928333, 0.00280073097092007, 0.0016685205784204673, 0.001291117114253933, 0.0013507071349118068, 0.0013507071349118068, 0.0010527570316224376, 0.0012315270935960591, 0.0014500238360082632, 0.001430160495788972, 0.001509613856666137, 0.0011719370729381853, 0.001291117114253933, 0.0013507071349118068, 0.0012513904338153504, 0.0012712537740346417, 0.0013904338153503894, 0.0014102971555696806, 0.0013507071349118068, 0.0015890672175433022, 0.0014897505164468458, 0.0017281105990783411, 0.0016883839186397586, 0.0013904338153503894, 0.00202606070236771, 0.0024233275067535357, 0.0037938979818846336, 0.0042904814873669156, 0.003952804703638964, 0.0038733513427617987, 0.003217861115525187, 0.002244557444779914, 0.00202606070236771, 0.0023240108056570793, 0.002383600826314953, 0.0024630541871921183, 0.003436357857937391, 0.00405212140473542, 0.0038733513427617987, 0.0035952645796917208, 0.0034959478785952644, 0.002661687589385031, 0.0029000476720165264, 0.003694581280788177, 0.004111711425393294, 0.006674082313681869, 0.011302240584776736, 0.018155092960432228, 0.05309470840616558, 0.022624344509772763, 0.014440648339424758, 0.0093357699030669, 0.005959002065787383, 0.004310344827586207, 0.004409661528682663, 0.004707611631972032, 0.0093357699030669, 0.009693310027014143, 0.015711902113459398, 0.02727236612108692, 0.6319323057365327]
pic_by_chris/rabbit/rabbit5.jpeg	[0.01053989678443827, 0.0023620484319174274, 0.001945216355696705, 0.0012703453751488685, 0.0007939658594680428, 0.0007939658594680428, 0.0004168320762207225, 0.0003572846367606193, 0.0007542675664946408, 0.0007344184200079397, 0.0006748709805478364, 0.0005756252481143311, 0.0006351726875744343, 0.0004763795156808257, 0.000535926955140929, 0.0007145692735212386, 0.0004565303691941247, 0.0006748709805478364, 0.0007344184200079397, 0.000535926955140929, 0.0009726081778483525, 0.0007344184200079397, 0.0006153235410877332, 0.0007542675664946408, 0.0006351726875744343, 0.000833664152441445, 0.0005756252481143311, 0.0010123064708217546, 0.001071853910281858, 0.0007741167129813418, 0.0007741167129813418, 0.0005756252481143311, 0.0010520047637951567, 0.0009726081778483525, 0.0010520047637951567, 0.0010520047637951567, 0.0010321556173084557, 0.0009726081778483525, 0.0012504962286621676, 0.0015085351329892816, 0.0028979753870583564, 0.004108773322747122, 0.005240174672489083, 0.0048828900357284636, 0.004644700277888051, 0.003830885271933307, 0.004188169908693926, 0.005021834061135371, 0.008277094084954346, 0.016613735609368796, 0.043052798729654625, 0.36403334656609765, 0.024196109567288605, 0.012187375942834458, 0.006768558951965066, 0.004009527590313616, 0.0035331480746327907, 0.007502977371973005, 0.002143707820563716, 0.001965065502183406, 0.0027391822151647477, 0.007661770543866614, 0.028721714966256452, 0.38757443429932514]
pic_by_chris/rabbit/rabbit3.jpeg	[3.967781613300004e-05, 0.0001983890806650002, 0.0001983890806650002, 0.00037693925326350036, 0.0006745228742610007, 0.0008530730468595009, 0.000932428679125501, 0.0007737174145935007, 0.00033726143713050036, 0.00033726143713050036, 0.00021822798873150022, 0.00021822798873150022, 5.951672419950006e-05, 9.91945403325001e-05, 5.951672419950006e-05, 9.91945403325001e-05, 0.00011903344839900012, 0.00015871126453200017, 0.00025790580486450025, 7.935563226600008e-05, 7.935563226600008e-05, 0.00013887235646550014, 0.00017855017259850017, 0.00015871126453200017, 0.0002975836209975003, 0.00017855017259850017, 0.00037693925326350036, 0.00037693925326350036, 0.00035710034519700033, 0.0005158116097290005, 0.0007538785065270007, 0.0006943617823275007, 0.0010514621275245011, 0.0011506566678570012, 0.0012895290243225012, 0.001170495575923501, 0.0016267904614530016, 0.0023013133357140023, 0.0031147085664405033, 0.005138277189223505, 0.008590247192794508, 0.010812204896242511, 0.01033607110264651, 0.007042812363607507, 0.005594572074753006, 0.006209578224814506, 0.007836368686267508, 0.013887235646550014, 0.03033369043367853, 0.07977224933539658, 0.021584731976352023, 0.02217989921834702, 0.008233146847597508, 0.006665873110344007, 0.006884101099075507, 0.00991945403325001, 0.013669007657818514, 0.025770741578383525, 0.02832996071896203, 0.021783121057017022, 0.06556759115978257, 0.03120660238860453, 0.05824703408324406, 0.47250327341983095]
pic_by_chris/rabbit/rabbit4.jpeg	[0.002526458184133047, 0.0019694437813320602, 0.00137264263547386, 0.0014522161215882868, 0.0011538155486591868, 0.0011538155486591868, 0.0012333890347736133, 0.0010742420625447602, 0.0012930691493594334, 0.0016710432084029601, 0.0015914697222885335, 0.0015516829792313201, 0.0018500835521604202, 0.002168377496618127, 0.0022479509827325536, 0.0023076310973183735, 0.002347417840375587, 0.0020888040105037, 0.002526458184133047, 0.0025662449271902604, 0.002944218986233787, 0.0028646455001193603, 0.0024667780695472267, 0.0028646455001193603, 0.0022280576112039467, 0.002168377496618127, 0.0018301901806318135, 0.0015715763507599268, 0.0014721094931168935, 0.0013527492639452533, 0.0016312564653457467, 0.0016312564653457467, 0.0014920028646455, 0.00137264263547386, 0.0015516829792313201, 0.0015516829792313201, 0.0014920028646455, 0.0019495504098034535, 0.002049017267446487, 0.0028646455001193603, 0.004575475451579534, 0.006863213177369301, 0.008036922097557095, 0.007499801066284714, 0.006704066205140447, 0.006922893291955121, 0.009926792392774728, 0.01649160499721493, 0.03827484682103923, 0.1312564653457468, 0.03069547226864009, 0.021783241823824302, 0.02076867987586536, 0.015377576191612955, 0.014004933556139094, 0.031789607702713454, 0.012970478236651548, 0.015357682820084349, 0.07471950346144665, 0.024150553035728495, 0.0167104320840296, 0.017943821118803216, 0.033221930452773135, 0.35845866157396356]
pic_by_chris/sink/362495-semi-recessed-white-sink_1.jpg	[0.00027041644131963225, 0.02587344510546241, 0.07118442401297999, 0.06678745267712277, 0.04693347755543537, 0.007068685776095186, 0.004618712817739319, 0.004364521362898864, 0.006581936181719848, 0.0033747971876690102, 0.002163331530557058, 0.0017901568415359655, 0.002774472687939427, 0.0038290968090859924, 0.005321795565170363, 0.005424553812871822, 0.0037696051919956734, 0.0027420227149810707, 0.002363439697133586, 0.004056246619794483, 0.0069767441860465115, 0.009069767441860464, 0.009372633856138454, 0.00918334234721471, 0.008339643050297458, 0.008642509464575445, 0.007917793401838832, 0.008761492698756085, 0.008096268253109789, 0.006581936181719848, 0.005191995673336939, 0.003850730124391563, 0.003207138994050838, 0.003126014061654949, 0.00353704705246079, 0.003980530016224986, 0.00468361276365603, 0.004467279610600325, 0.005365062195781503, 0.0056300703082747434, 0.004710654407787993, 0.004061654948620876, 0.003331530557057869, 0.003363980530016225, 0.0032612222823147647, 0.0032936722552731204, 0.004802595997836668, 0.0069118442401298, 0.006262844780962683, 0.0077988101676581935, 0.009989183342347215, 0.013115197404002164, 0.015835586803677665, 0.020686857760951867, 0.03168739859383451, 0.03615467820443483, 0.033450513791238506, 0.047030827474310435, 0.054342888047593296, 0.04240670632774473, 0.04538128718226068, 0.05181719848566793, 0.12414277988101677, 0.028885884261763115]
